ABC000,ABC001,ABC002,ABC003,ABC004,ABC005,ABC006,ABC007,ABC008,ABC009,ABC010
858,9439,2020-08-19 20:22:34,ABCDEF,"A0001",0.8957935106709934,"035a0006",file_858_007.txt,A0001,10,035a000a
859,9450,2020-08-19 20:22:35,ABCDEF,"A0001",0.28366992017847303,"035b0006",file_859_007.txt,A0001,5,035b000a
860,9461,2020-08-19 20:22:36,ABCDEF,"A0001",0.5740856145072528,"035c0006",file_860_007.txt,A0001,5,035c000a
861,9472,2020-08-19 20:22:37,ABCDEF,"A0001",0.44958005177714855,"035d0006",file_861_007.txt,B0010,7,035d000a
862,9483,2020-08-19 20:22:38,ABCDEF,"A0001",0.13490925798960063,"035e0006",file_862_007.txt,B0010,12,035e000a
863,9494,2020-08-19 20:22:39,ABCDEF,"A0001",0.7313187649848134,"035f0006",file_863_007.txt,B0010,11,035f000a
864,9505,2020-08-19 20:22:40,ABCDEF,"B0010",0.6285605750080437,"03600006",file_864_007.txt,A0001,17,0360000a
865,9516,2020-08-19 20:22:41,ABCDEF,"A0001",0.9617037419900609,"03610006",file_865_007.txt,B0010,14,0361000a
866,9527,2020-08-19 20:22:42,ABCDEF,"B0010",0.4768007460318121,"03620006",file_866_007.txt,A0001,2,0362000a
867,9538,2020-08-19 20:22:43,ABCDEF,"A0001",0.12444805486098531,"03630006",file_867_007.txt,A0001,15,0363000a
868,9549,2020-08-19 20:22:44,ABCDEF,"A0001",0.4713468571549114,"03640006",file_868_007.txt,A0001,15,0364000a
869,9560,2020-08-19 20:22:45,ABCDEF,"A0001",0.5249854762612335,"03650006",file_869_007.txt,B0010,18,0365000a
870,9571,2020-08-19 20:22:46,ABCDEF,"A0001",0.7059270297578686,"03660006",file_870_007.txt,A0001,4,0366000a
871,9582,2020-08-19 20:22:47,ABCDEF,"A0001",0.04755815247038675,"03670006",file_871_007.txt,A0001,11,0367000a
872,9593,2020-08-19 20:22:48,ABCDEF,"A0001",0.17844891566228416,"03680006",file_872_007.txt,B0010,18,0368000a
873,9604,2020-08-19 20:22:49,ABCDEF,"A0001",0.28365288257954724,"03690006",file_873_007.txt,B0010,15,0369000a
874,9615,2020-08-19 20:22:50,ABCDEF,"A0001",0.42147467893081514,"036a0006",file_874_007.txt,A0001,16,036a000a
875,9626,2020-08-19 20:22:51,ABCDEF,"A0001",0.9496471617891974,"036b0006",file_875_007.txt,B0010,17,036b000a
876,9637,2020-08-19 20:22:52,ABCDEF,"B0010",0.7736859573706307,"036c0006",file_876_007.txt,B0010,18,036c000a
877,9648,2020-08-19 20:22:53,ABCDEF,"A0001",0.9470218227918007,"036d0006",file_877_007.txt,A0001,3,036d000a
878,9659,2020-08-19 20:22:54,ABCDEF,"A0001",0.7698663730955262,"036e0006",file_878_007.txt,A0001,2,036e000a
879,9670,2020-08-19 20:22:55,ABCDEF,"A0001",0.7914952936539785,"036f0006",file_879_007.txt,A0001,15,036f000a
880,9681,2020-08-19 20:22:56,ABCDEF,"A0001",0.619897375220396,"03700006",file_880_007.txt,A0001,7,0370000a
881,9692,2020-08-19 20:22:57,ABCDEF,"A0001",0.9755892210249575,"03710006",file_881_007.txt,A0001,9,0371000a
882,9703,2020-08-19 20:22:58,ABCDEF,"A0001",0.5013623533772241,"03720006",file_882_007.txt,A0001,7,0372000a
883,9714,2020-08-19 20:22:59,ABCDEF,"A0001",0.6255620944594754,"03730006",file_883_007.txt,A0001,17,0373000a
884,9725,2020-08-19 20:23:00,ABCDEF,"B0010",0.6875477949948094,"03740006",file_884_007.txt,A0001,6,0374000a
885,9736,2020-08-19 20:23:01,ABCDEF,"A0001",0.46703674618126334,"03750006",file_885_007.txt,B0010,4,0375000a
886,9747,2020-08-19 20:23:02,ABCDEF,"A0001",0.12068804450652126,"03760006",file_886_007.txt,B0010,15,0376000a
887,9758,2020-08-19 20:23:03,ABCDEF,"B0010",0.09186799893897535,"03770006",file_887_007.txt,B0010,1,0377000a
888,9769,2020-08-19 20:23:04,ABCDEF,"A0001",0.18022805721374013,"03780006",file_888_007.txt,B0010,14,0378000a
889,9780,2020-08-19 20:23:05,ABCDEF,"A0001",0.344777840622307,"03790006",file_889_007.txt,A0001,8,0379000a
890,9791,2020-08-19 20:23:06,ABCDEF,"A0001",0.45421090350525795,"037a0006",file_890_007.txt,B0010,16,037a000a
891,9802,2020-08-19 20:23:07,ABCDEF,"A0001",0.26974767123796795,"037b0006",file_891_007.txt,A0001,1,037b000a
892,9813,2020-08-19 20:23:08,ABCDEF,"A0001",0.8218380391190961,"037c0006",file_892_007.txt,A0001,6,037c000a
893,9824,2020-08-19 20:23:09,ABCDEF,"B0010",0.5518346068215384,"037d0006",file_893_007.txt,B0010,9,037d000a
894,9835,2020-08-19 20:23:10,ABCDEF,"A0001",0.9529113753133052,"037e0006",file_894_007.txt,A0001,2,037e000a
895,9846,2020-08-19 20:23:11,ABCDEF,"B0010",0.3573579205452737,"037f0006",file_895_007.txt,B0010,9,037f000a
896,9857,2020-08-19 20:23:12,ABCDEF,"A0001",0.015320383576998609,"03800006",file_896_007.txt,B0010,15,0380000a
897,9868,2020-08-19 20:23:13,ABCDEF,"A0001",0.8056379091292898,"03810006",file_897_007.txt,A0001,15,0381000a
898,9879,2020-08-19 20:23:14,ABCDEF,"A0001",0.07307293575537921,"03820006",file_898_007.txt,B0010,9,0382000a
899,9890,2020-08-19 20:23:15,ABCDEF,"A0001",0.7043491972884459,"03830006",file_899_007.txt,B0010,18,0383000a
900,9901,2020-08-19 20:23:16,ABCDEF,"A0001",0.21231085513732706,"03840006",file_900_007.txt,B0010,8,0384000a
901,9912,2020-08-19 20:23:17,ABCDEF,"A0001",0.16381012885060575,"03850006",file_901_007.txt,A0001,15,0385000a
902,9923,2020-08-19 20:23:18,ABCDEF,"A0001",0.7808679862980391,"03860006",file_902_007.txt,A0001,9,0386000a
903,9934,2020-08-19 20:23:19,ABCDEF,"A0001",0.4771790141911777,"03870006",file_903_007.txt,A0001,11,0387000a
904,9945,2020-08-19 20:23:20,ABCDEF,"A0001",0.08816052748416481,"03880006",file_904_007.txt,A0001,18,0388000a
905,9956,2020-08-19 20:23:21,ABCDEF,"B0010",0.6082973934572714,"03890006",file_905_007.txt,B0010,7,0389000a
906,9967,2020-08-19 20:23:22,ABCDEF,"A0001",0.7912658972946282,"038a0006",file_906_007.txt,B0010,4,038a000a
907,9978,2020-08-19 20:23:23,ABCDEF,"A0001",0.40841130452676366,"038b0006",file_907_007.txt,B0010,14,038b000a
908,9989,2020-08-19 20:23:24,ABCDEF,"A0001",0.960567157348089,"038c0006",file_908_007.txt,A0001,11,038c000a
909,10000,2020-08-19 20:23:25,ABCDEF,"B0010",0.6955574367681471,"038d0006",file_909_007.txt,A0001,9,038d000a
910,10011,2020-08-19 20:23:26,ABCDEF,"A0001",0.10657696798500205,"038e0006",file_910_007.txt,B0010,8,038e000a
911,10022,2020-08-19 20:23:27,ABCDEF,"B0010",0.9229247078218384,"038f0006",file_911_007.txt,B0010,2,038f000a
912,10033,2020-08-19 20:23:28,ABCDEF,"A0001",0.5023548432717876,"03900006",file_912_007.txt,B0010,12,0390000a
913,10044,2020-08-19 20:23:29,ABCDEF,"A0001",0.21702570412564037,"03910006",file_913_007.txt,A0001,3,0391000a
914,10055,2020-08-19 20:23:30,ABCDEF,"B0010",0.5395112021181875,"03920006",file_914_007.txt,A0001,7,0392000a
915,10066,2020-08-19 20:23:31,ABCDEF,"A0001",0.5373460622262985,"03930006",file_915_007.txt,B0010,14,0393000a
916,10077,2020-08-19 20:23:32,ABCDEF,"A0001",0.17861383798681052,"03940006",file_916_007.txt,A0001,1,0394000a
917,10088,2020-08-19 20:23:33,ABCDEF,"A0001",0.539024734817113,"03950006",file_917_007.txt,A0001,5,0395000a
918,10099,2020-08-19 20:23:34,ABCDEF,"A0001",0.806937814054005,"03960006",file_918_007.txt,A0001,18,0396000a
919,10110,2020-08-19 20:23:35,ABCDEF,"A0001",0.7896058004692839,"03970006",file_919_007.txt,A0001,18,0397000a
920,10121,2020-08-19 20:23:36,ABCDEF,"B0010",0.1818776200141451,"03980006",file_920_007.txt,A0001,3,0398000a
921,10132,2020-08-19 20:23:37,ABCDEF,"A0001",0.9790491454868676,"03990006",file_921_007.txt,A0001,10,0399000a
922,10143,2020-08-19 20:23:38,ABCDEF,"A0001",0.5483344507187743,"039a0006",file_922_007.txt,B0010,11,039a000a
923,10154,2020-08-19 20:23:39,ABCDEF,"A0001",0.10689834269008314,"039b0006",file_923_007.txt,A0001,11,039b000a
924,10165,2020-08-19 20:23:40,ABCDEF,"B0010",0.655248998630547,"039c0006",file_924_007.txt,B0010,7,039c000a
925,10176,2020-08-19 20:23:41,ABCDEF,"A0001",0.5320910195309296,"039d0006",file_925_007.txt,B0010,8,039d000a
926,10187,2020-08-19 20:23:42,ABCDEF,"A0001",0.11228032245251252,"039e0006",file_926_007.txt,A0001,13,039e000a
927,10198,2020-08-19 20:23:43,ABCDEF,"A0001",0.21819560816754913,"039f0006",file_927_007.txt,A0001,7,039f000a
928,10209,2020-08-19 20:23:44,ABCDEF,"A0001",0.8462953778244732,"03a00006",file_928_007.txt,B0010,1,03a0000a
929,10220,2020-08-19 20:23:45,ABCDEF,"A0001",0.7453258939745433,"03a10006",file_929_007.txt,B0010,5,03a1000a
930,10231,2020-08-19 20:23:46,ABCDEF,"A0001",0.27723027480865003,"03a20006",file_930_007.txt,A0001,2,03a2000a
931,10242,2020-08-19 20:23:47,ABCDEF,"A0001",0.9807815736593509,"03a30006",file_931_007.txt,A0001,8,03a3000a
932,10253,2020-08-19 20:23:48,ABCDEF,"B0010",0.243935786898416,"03a40006",file_932_007.txt,B0010,12,03a4000a
933,10264,2020-08-19 20:23:49,ABCDEF,"A0001",0.040600405981570664,"03a50006",file_933_007.txt,B0010,12,03a5000a
934,10275,2020-08-19 20:23:50,ABCDEF,"A0001",0.5064681262171191,"03a60006",file_934_007.txt,B0010,18,03a6000a
935,10286,2020-08-19 20:23:51,ABCDEF,"A0001",0.2715434100161431,"03a70006",file_935_007.txt,A0001,4,03a7000a
936,10297,2020-08-19 20:23:52,ABCDEF,"A0001",0.4280778895883217,"03a80006",file_936_007.txt,B0010,8,03a8000a
937,10308,2020-08-19 20:23:53,ABCDEF,"A0001",0.7384340674210232,"03a90006",file_937_007.txt,A0001,3,03a9000a
938,10319,2020-08-19 20:23:54,ABCDEF,"A0001",0.7030050055731385,"03aa0006",file_938_007.txt,B0010,8,03aa000a
939,10330,2020-08-19 20:23:55,ABCDEF,"A0001",0.08391663917939829,"03ab0006",file_939_007.txt,A0001,2,03ab000a
940,10341,2020-08-19 20:23:56,ABCDEF,"A0001",0.45209764012443754,"03ac0006",file_940_007.txt,A0001,15,03ac000a
941,10352,2020-08-19 20:23:57,ABCDEF,"A0001",0.8801919440145444,"03ad0006",file_941_007.txt,A0001,6,03ad000a
942,10363,2020-08-19 20:23:58,ABCDEF,"A0001",0.40170266984332037,"03ae0006",file_942_007.txt,B0010,18,03ae000a
943,10374,2020-08-19 20:23:59,ABCDEF,"A0001",0.17771550227297417,"03af0006",file_943_007.txt,B0010,5,03af000a
944,10385,2020-08-19 20:24:00,ABCDEF,"A0001",0.6717891122499502,"03b00006",file_944_007.txt,A0001,16,03b0000a
945,10396,2020-08-19 20:24:01,ABCDEF,"B0010",0.9091619823521189,"03b10006",file_945_007.txt,A0001,5,03b1000a
946,10407,2020-08-19 20:24:02,ABCDEF,"A0001",0.8844985154037018,"03b20006",file_946_007.txt,B0010,12,03b2000a
947,10418,2020-08-19 20:24:03,ABCDEF,"A0001",0.7418197983899001,"03b30006",file_947_007.txt,B0010,12,03b3000a
948,10429,2020-08-19 20:24:04,ABCDEF,"A0001",0.8950915540641441,"03b40006",file_948_007.txt,B0010,11,03b4000a
949,10440,2020-08-19 20:24:05,ABCDEF,"A0001",0.1458306840977881,"03b50006",file_949_007.txt,B0010,13,03b5000a
950,10451,2020-08-19 20:24:06,ABCDEF,"B0010",0.38287982542866905,"03b60006",file_950_007.txt,A0001,7,03b6000a
951,10462,2020-08-19 20:24:07,ABCDEF,"A0001",0.9747144663743457,"03b70006",file_951_007.txt,B0010,2,03b7000a
952,10473,2020-08-19 20:24:08,ABCDEF,"A0001",0.037026340214562525,"03b80006",file_952_007.txt,A0001,12,03b8000a
953,10484,2020-08-19 20:24:09,ABCDEF,"A0001",0.589804313278521,"03b90006",file_953_007.txt,A0001,18,03b9000a
954,10495,2020-08-19 20:24:10,ABCDEF,"A0001",0.2836571699033975,"03ba0006",file_954_007.txt,B0010,18,03ba000a
955,10506,2020-08-19 20:24:11,ABCDEF,"A0001",0.5761192521032267,"03bb0006",file_955_007.txt,A0001,11,03bb000a
956,10517,2020-08-19 20:24:12,ABCDEF,"A0001",0.8193642820716237,"03bc0006",file_956_007.txt,A0001,11,03bc000a
957,10528,2020-08-19 20:24:13,ABCDEF,"A0001",0.14710528282807966,"03bd0006",file_957_007.txt,A0001,3,03bd000a
958,10539,2020-08-19 20:24:14,ABCDEF,"B0010",0.045771193926678166,"03be0006",file_958_007.txt,A0001,3,03be000a
959,10550,2020-08-19 20:24:15,ABCDEF,"A0001",0.7180433663714334,"03bf0006",file_959_007.txt,B0010,7,03bf000a
960,10561,2020-08-19 20:24:16,ABCDEF,"A0001",0.5672148558981818,"03c00006",file_960_007.txt,B0010,18,03c0000a
961,10572,2020-08-19 20:24:17,ABCDEF,"B0010",0.5684329408935905,"03c10006",file_961_007.txt,A0001,13,03c1000a
962,10583,2020-08-19 20:24:18,ABCDEF,"A0001",0.5155640204345618,"03c20006",file_962_007.txt,B0010,5,03c2000a
963,10594,2020-08-19 20:24:19,ABCDEF,"A0001",0.7760836092630043,"03c30006",file_963_007.txt,A0001,8,03c3000a
964,10605,2020-08-19 20:24:20,ABCDEF,"B0010",0.17304010409100246,"03c40006",file_964_007.txt,A0001,9,03c4000a
965,10616,2020-08-19 20:24:21,ABCDEF,"A0001",0.06553049613582085,"03c50006",file_965_007.txt,A0001,13,03c5000a
966,10627,2020-08-19 20:24:22,ABCDEF,"A0001",0.799160774374843,"03c60006",file_966_007.txt,A0001,17,03c6000a
967,10638,2020-08-19 20:24:23,ABCDEF,"A0001",0.6442800261317562,"03c70006",file_967_007.txt,A0001,5,03c7000a
968,10649,2020-08-19 20:24:24,ABCDEF,"A0001",0.02265078753860783,"03c80006",file_968_007.txt,A0001,11,03c8000a
969,10660,2020-08-19 20:24:25,ABCDEF,"A0001",0.9224509987694768,"03c90006",file_969_007.txt,B0010,15,03c9000a
970,10671,2020-08-19 20:24:26,ABCDEF,"A0001",0.34552132038906,"03ca0006",file_970_007.txt,A0001,2,03ca000a
971,10682,2020-08-19 20:24:27,ABCDEF,"A0001",0.6897642572524901,"03cb0006",file_971_007.txt,B0010,3,03cb000a
972,10693,2020-08-19 20:24:28,ABCDEF,"B0010",0.43424470102052015,"03cc0006",file_972_007.txt,A0001,15,03cc000a
973,10704,2020-08-19 20:24:29,ABCDEF,"B0010",0.8042665906415183,"03cd0006",file_973_007.txt,B0010,14,03cd000a
974,10715,2020-08-19 20:24:30,ABCDEF,"A0001",0.5320446987699208,"03ce0006",file_974_007.txt,A0001,13,03ce000a
975,10726,2020-08-19 20:24:31,ABCDEF,"B0010",0.7289128813949132,"03cf0006",file_975_007.txt,B0010,5,03cf000a
976,10737,2020-08-19 20:24:32,ABCDEF,"A0001",0.9499793061320786,"03d00006",file_976_007.txt,B0010,3,03d0000a
977,10748,2020-08-19 20:24:33,ABCDEF,"A0001",0.44510386747619723,"03d10006",file_977_007.txt,A0001,11,03d1000a
978,10759,2020-08-19 20:24:34,ABCDEF,"A0001",0.37341646991590083,"03d20006",file_978_007.txt,A0001,10,03d2000a
979,10770,2020-08-19 20:24:35,ABCDEF,"A0001",0.7815071168448212,"03d30006",file_979_007.txt,A0001,3,03d3000a
980,10781,2020-08-19 20:24:36,ABCDEF,"B0010",0.2680011987075437,"03d40006",file_980_007.txt,A0001,10,03d4000a
981,10792,2020-08-19 20:24:37,ABCDEF,"A0001",0.7208940737814712,"03d50006",file_981_007.txt,A0001,12,03d5000a
982,10803,2020-08-19 20:24:38,ABCDEF,"B0010",0.8053160384159294,"03d60006",file_982_007.txt,A0001,17,03d6000a
983,10814,2020-08-19 20:24:39,ABCDEF,"A0001",0.8185794606468343,"03d70006",file_983_007.txt,B0010,16,03d7000a
984,10825,2020-08-19 20:24:40,ABCDEF,"A0001",0.8297161284834161,"03d80006",file_984_007.txt,B0010,4,03d8000a
985,10836,2020-08-19 20:24:41,ABCDEF,"A0001",0.8972570365529103,"03d90006",file_985_007.txt,B0010,12,03d9000a
986,10847,2020-08-19 20:24:42,ABCDEF,"B0010",0.3374890850702733,"03da0006",file_986_007.txt,A0001,6,03da000a
987,10858,2020-08-19 20:24:43,ABCDEF,"A0001",0.622919929374245,"03db0006",file_987_007.txt,A0001,8,03db000a
988,10869,2020-08-19 20:24:44,ABCDEF,"A0001",0.4510356609438332,"03dc0006",file_988_007.txt,A0001,18,03dc000a
989,10880,2020-08-19 20:24:45,ABCDEF,"A0001",0.16862194889115378,"03dd0006",file_989_007.txt,A0001,16,03dd000a
990,10891,2020-08-19 20:24:46,ABCDEF,"B0010",0.15649447944358474,"03de0006",file_990_007.txt,B0010,15,03de000a
991,10902,2020-08-19 20:24:47,ABCDEF,"A0001",0.4617603950511384,"03df0006",file_991_007.txt,A0001,9,03df000a
992,10913,2020-08-19 20:24:48,ABCDEF,"A0001",0.8719071599496825,"03e00006",file_992_007.txt,B0010,2,03e0000a
993,10924,2020-08-19 20:24:49,ABCDEF,"A0001",0.9019879871344951,"03e10006",file_993_007.txt,A0001,16,03e1000a
994,10935,2020-08-19 20:24:50,ABCDEF,"A0001",0.24072770755621797,"03e20006",file_994_007.txt,A0001,2,03e2000a
995,10946,2020-08-19 20:24:51,ABCDEF,"A0001",0.3420365529910925,"03e30006",file_995_007.txt,A0001,10,03e3000a
996,10957,2020-08-19 20:24:52,ABCDEF,"A0001",0.7314090078836352,"03e40006",file_996_007.txt,B0010,8,03e4000a
997,10968,2020-08-19 20:24:53,ABCDEF,"A0001",0.7310607487851791,"03e50006",file_997_007.txt,B0010,3,03e5000a
998,10979,2020-08-19 20:24:54,ABCDEF,"B0010",0.12874355854567388,"03e60006",file_998_007.txt,A0001,4,03e6000a
999,10990,2020-08-19 20:24:55,ABCDEF,"B0010",0.679789213837076,"03e70006",file_999_007.txt,A0001,4,03e7000a
1000,11001,2020-08-19 20:24:56,ABCDEF,"A0001",0.6191285813829662,"03e80006",file_1000_007.txt,B0010,11,03e8000a
1001,11012,2020-08-19 20:24:57,ABCDEF,"A0001",0.818108503710248,"03e90006",file_1001_007.txt,B0010,15,03e9000a
1002,11023,2020-08-19 20:24:58,ABCDEF,"A0001",0.44095407594757985,"03ea0006",file_1002_007.txt,A0001,2,03ea000a
1003,11034,2020-08-19 20:24:59,ABCDEF,"B0010",0.847412928392744,"03eb0006",file_1003_007.txt,A0001,15,03eb000a
1004,11045,2020-08-19 20:25:00,ABCDEF,"A0001",0.5717333859081724,"03ec0006",file_1004_007.txt,B0010,16,03ec000a
1005,11056,2020-08-19 20:25:01,ABCDEF,"B0010",0.5590117785783905,"03ed0006",file_1005_007.txt,A0001,2,03ed000a
1006,11067,2020-08-19 20:25:02,ABCDEF,"B0010",0.4048591671099626,"03ee0006",file_1006_007.txt,A0001,5,03ee000a
1007,11078,2020-08-19 20:25:03,ABCDEF,"A0001",0.2001483383291054,"03ef0006",file_1007_007.txt,A0001,1,03ef000a
1008,11089,2020-08-19 20:25:04,ABCDEF,"B0010",0.15358781757693685,"03f00006",file_1008_007.txt,A0001,5,03f0000a
1009,11100,2020-08-19 20:25:05,ABCDEF,"A0001",0.8690666150357627,"03f10006",file_1009_007.txt,A0001,10,03f1000a
1010,11111,2020-08-19 20:25:06,ABCDEF,"A0001",0.6618364751574922,"03f20006",file_1010_007.txt,B0010,17,03f2000a
1011,11122,2020-08-19 20:25:07,ABCDEF,"B0010",0.252560178774465,"03f30006",file_1011_007.txt,A0001,15,03f3000a
1012,11133,2020-08-19 20:25:08,ABCDEF,"B0010",0.3356698283559325,"03f40006",file_1012_007.txt,A0001,4,03f4000a
1013,11144,2020-08-19 20:25:09,ABCDEF,"A0001",0.9911850375479999,"03f50006",file_1013_007.txt,A0001,7,03f5000a
1014,11155,2020-08-19 20:25:10,ABCDEF,"A0001",0.26840818255993826,"03f60006",file_1014_007.txt,A0001,14,03f6000a
1015,11166,2020-08-19 20:25:11,ABCDEF,"A0001",0.3738412244345145,"03f70006",file_1015_007.txt,A0001,10,03f7000a
1016,11177,2020-08-19 20:25:12,ABCDEF,"B0010",0.10378438245190535,"03f80006",file_1016_007.txt,A0001,12,03f8000a
1017,11188,2020-08-19 20:25:13,ABCDEF,"A0001",0.7175530720346761,"03f90006",file_1017_007.txt,B0010,2,03f9000a
1018,11199,2020-08-19 20:25:14,ABCDEF,"A0001",0.6189681865724517,"03fa0006",file_1018_007.txt,B0010,14,03fa000a
1019,11210,2020-08-19 20:25:15,ABCDEF,"B0010",0.38283092788978734,"03fb0006",file_1019_007.txt,B0010,3,03fb000a
1020,11221,2020-08-19 20:25:16,ABCDEF,"A0001",0.5484765831065072,"03fc0006",file_1020_007.txt,B0010,1,03fc000a
1021,11232,2020-08-19 20:25:17,ABCDEF,"A0001",0.16637800429186722,"03fd0006",file_1021_007.txt,A0001,7,03fd000a
1022,11243,2020-08-19 20:25:18,ABCDEF,"A0001",0.3174401631085788,"03fe0006",file_1022_007.txt,B0010,9,03fe000a
1023,11254,2020-08-19 20:25:19,ABCDEF,"A0001",0.9545753598047347,"03ff0006",file_1023_007.txt,B0010,5,03ff000a
